date,description,amount,category
2025-01-12,Starbucks,60.28,Dining
2025-01-12,Shell,99.79,Transport
2025-01-12,CVS Pharmacy,163.41,Healthcare
2025-01-12,Amazon,611.96,Shopping
2025-01-13,Target,155.01,Shopping
2025-01-13,Macy's,453.9,Shopping
2025-01-13,Target,542.69,Shopping
2025-01-13,McDonald's,55.63,Dining
2025-01-13,Chipotle,152.82,Dining
2025-01-13,Olive Garden,85.39,Dining
2025-01-13,Steam,96.03,Entertainment
2025-01-13,Monthly Rent,1641.11,Housing
2025-01-13,Property Mgmt,2111.12,Housing
2025-01-13,Best Buy,146.75,Shopping
2025-01-13,Netflix,92.11,Entertainment
2025-01-13,McDonald's,138.26,Dining
2025-01-13,CVS Pharmacy,306.82,Healthcare
2025-01-13,Macy's,202.18,Shopping
2025-01-13,Olive Garden,37.28,Dining
2025-01-13,Starbucks,91.23,Dining
2025-01-13,Amazon,795.42,Shopping
2025-01-13,Spotify,109.94,Entertainment
2025-01-13,Uber,9.76,Transport
2025-01-14,Macy's,730.33,Shopping
2025-01-14,Comcast,176.88,Utilities
2025-01-14,Udemy,550.0,Education
2025-01-14,Netflix,85.94,Entertainment
2025-01-14,Starbucks,109.3,Dining
2025-01-14,Metro Transit,44.36,Transport
2025-01-14,Macy's,674.92,Shopping
2025-01-14,Starbucks,43.89,Dining
2025-01-14,Netflix,62.36,Entertainment
2025-01-14,Water Utility,301.84,Utilities
2025-01-14,Delta Airlines,3460.45,Travel
2025-01-15,Gas Provider,95.69,Utilities
2025-01-15,Comcast,101.12,Utilities
2025-01-15,Health Insurance,1113.95,Healthcare
2025-01-15,Monthly Rent,1349.59,Housing
2025-01-15,Costco,139.1,Groceries
2025-01-15,Airbnb,2763.92,Travel
2025-01-15,Delta Airlines,5175.32,Travel
2025-01-15,Health Insurance,145.48,Healthcare
2025-01-15,Costco,29.67,Groceries
2025-01-15,Trader Joe's,52.12,Groceries
2025-01-15,Gas Provider,164.29,Utilities
2025-01-15,Comcast,137.76,Utilities
2025-01-15,CVS Pharmacy,1244.89,Healthcare
2025-01-16,CVS Pharmacy,326.0,Healthcare
2025-01-16,Delta Airlines,692.69,Travel
2025-01-16,Delta Airlines,967.22,Travel
2025-01-16,Starbucks,73.35,Dining
2025-01-16,Starbucks,33.57,Dining
2025-01-16,Water Utility,130.81,Utilities
2025-01-16,Health Insurance,588.5,Healthcare
2025-01-16,Udemy,49.57,Education
2025-01-16,Bookstore,317.71,Education
2025-01-17,Lyft,73.78,Transport
2025-01-17,Chipotle,93.15,Dining
2025-01-17,Steam,44.99,Entertainment
2025-01-17,Chipotle,92.84,Dining
2025-01-17,Lyft,167.02,Transport
2025-01-17,Gas Provider,283.43,Utilities
2025-01-17,Monthly Rent,1081.79,Housing
2025-01-17,City Clinic,314.76,Healthcare
2025-01-17,Housing Society,1261.49,Housing
2025-01-18,Coursera,1209.39,Education
2025-01-18,Chipotle,15.65,Dining
2025-01-18,Water Utility,302.96,Utilities
2025-01-18,Udemy,1075.77,Education
2025-01-18,Gas Provider,281.58,Utilities
2025-01-18,Amazon,608.54,Shopping
2025-01-18,Best Buy,147.54,Shopping
2025-01-18,Comcast,182.09,Utilities
2025-01-18,Housing Society,1900.52,Housing
2025-01-18,Trader Joe's,223.17,Groceries
2025-01-19,Booking.com,2166.31,Travel
2025-01-19,Best Buy,283.76,Shopping
2025-01-19,Monthly Rent,5571.21,Housing
2025-01-19,Chipotle,29.74,Dining
2025-01-20,Whole Foods,273.65,Groceries
2025-01-20,LabCorp,890.48,Healthcare
2025-01-20,LabCorp,654.59,Healthcare
2025-01-20,Uber,44.11,Transport
2025-01-20,Health Insurance,366.02,Healthcare
2025-01-20,Best Buy,195.88,Shopping
2025-01-20,Target,665.82,Shopping
2025-01-20,Property Mgmt,1741.98,Housing
2025-01-20,Netflix,229.19,Entertainment
2025-01-20,Shell,159.13,Transport
2025-01-21,AMC Theatres,235.48,Entertainment
2025-01-21,Spotify,156.41,Entertainment
2025-01-21,Delta Airlines,3101.03,Travel
2025-01-21,Best Buy,648.6,Shopping
2025-01-21,Olive Garden,132.44,Dining
2025-01-21,Trader Joe's,119.75,Groceries
2025-01-21,Housing Society,1321.97,Housing
2025-01-21,Amazon,777.29,Shopping
2025-01-22,Monthly Rent,2523.79,Housing
2025-01-22,Amazon,285.34,Shopping
2025-01-22,Delta Airlines,2281.18,Travel
2025-01-22,Bookstore,1137.88,Education
2025-01-22,Macy's,757.74,Shopping
2025-01-22,City Clinic,512.68,Healthcare
2025-01-22,Booking.com,1055.58,Travel
2025-01-22,McDonald's,77.77,Dining
2025-01-22,City Clinic,1347.26,Healthcare
2025-01-22,Macy's,195.58,Shopping
2025-01-22,CVS Pharmacy,131.89,Healthcare
2025-01-22,Spotify,137.99,Entertainment
2025-01-22,AMC Theatres,154.89,Entertainment
2025-01-23,Marriott,515.09,Travel
2025-01-23,Housing Society,2486.24,Housing
2025-01-23,Costco,29.68,Groceries
2025-01-23,Costco,140.29,Groceries
2025-01-23,Lyft,123.83,Transport
2025-01-23,Monthly Rent,2124.13,Housing
2025-01-23,Property Mgmt,2240.84,Housing
2025-01-24,Uber,72.37,Transport
2025-01-24,Whole Foods,16.58,Groceries
2025-01-24,Bookstore,563.61,Education
2025-01-24,Olive Garden,81.81,Dining
2025-01-24,LabCorp,316.03,Healthcare
2025-01-24,Marriott,3362.67,Travel
2025-01-24,LabCorp,834.94,Healthcare
2025-01-24,Costco,176.69,Groceries
2025-01-24,Property Mgmt,2488.2,Housing
2025-01-25,Monthly Rent,1025.61,Housing
2025-01-25,Starbucks,20.95,Dining
2025-01-25,Monthly Rent,2339.56,Housing
2025-01-25,Macy's,260.25,Shopping
2025-01-25,Coursera,70.72,Education
2025-01-25,Best Buy,440.92,Shopping
2025-01-25,Property Mgmt,1316.89,Housing
2025-01-25,Gas Provider,305.41,Utilities
2025-01-25,Gas Provider,278.41,Utilities
2025-01-25,CVS Pharmacy,933.05,Healthcare
2025-01-25,Udemy,207.67,Education
2025-01-25,Gas Provider,288.57,Utilities
2025-01-26,City Clinic,1027.6,Healthcare
2025-01-26,Steam,85.43,Entertainment
2025-01-26,Airbnb,3159.21,Travel
2025-01-26,Whole Foods,185.64,Groceries
2025-01-26,Comcast,273.38,Utilities
2025-01-26,Netflix,14.64,Entertainment
2025-01-26,Spotify,108.29,Entertainment
2025-01-26,Housing Society,1229.49,Housing
2025-01-26,Property Mgmt,1645.26,Housing
2025-01-26,CVS Pharmacy,436.89,Healthcare
2025-01-26,Bookstore,160.15,Education
2025-01-26,Walmart,47.56,Groceries
2025-01-26,Starbucks,169.03,Dining
2025-01-27,Monthly Rent,2276.11,Housing
2025-01-27,Metro Transit,67.34,Transport
2025-01-27,Best Buy,352.05,Shopping
2025-01-27,Delta Airlines,1535.17,Travel
2025-01-27,Gas Provider,141.05,Utilities
2025-01-27,Property Mgmt,1410.48,Housing
2025-01-27,Costco,53.69,Groceries
2025-01-27,Exam Board,366.07,Education
2025-01-27,Target,459.25,Shopping
2025-01-28,Marriott,1504.15,Travel
2025-01-28,Airbnb,1295.67,Travel
2025-01-28,Comcast,278.84,Utilities
2025-01-28,Housing Society,2404.14,Housing
2025-01-28,Olive Garden,77.81,Dining
2025-01-28,City Clinic,1315.33,Healthcare
2025-01-28,Comcast,315.34,Utilities
2025-01-28,Chipotle,55.35,Dining
2025-01-28,Delta Airlines,838.19,Travel
2025-01-28,Booking.com,1062.17,Travel
2025-01-28,City Clinic,1178.18,Healthcare
2025-01-28,Shell,51.0,Transport
2025-01-28,Udemy,700.26,Education
2025-01-28,Olive Garden,28.85,Dining
2025-01-29,Booking.com,348.39,Travel
2025-01-29,Costco,235.12,Groceries
2025-01-29,Trader Joe's,196.49,Groceries
2025-01-29,Lyft,619.72,Transport
2025-01-29,Olive Garden,168.77,Dining
2025-01-29,Olive Garden,120.76,Dining
2025-01-29,Costco,162.78,Groceries
2025-01-29,McDonald's,120.33,Dining
2025-01-29,Booking.com,1961.92,Travel
2025-01-29,Chipotle,125.33,Dining
2025-01-29,Health Insurance,102.9,Healthcare
2025-01-29,Udemy,791.21,Education
2025-01-29,Chipotle,160.64,Dining
2025-01-30,Marriott,1604.56,Travel
2025-01-30,Amazon,495.71,Shopping
2025-01-30,Delta Airlines,128.27,Travel
2025-01-30,Metro Transit,71.34,Transport
2025-01-30,Coursera,692.43,Education
2025-01-30,Coursera,1284.63,Education
2025-01-31,Gas Provider,231.79,Utilities
2025-01-31,Walmart,133.15,Groceries
2025-01-31,Marriott,2860.64,Travel
2025-01-31,Coursera,456.17,Education
2025-01-31,Monthly Rent,2039.99,Housing
2025-01-31,Property Mgmt,2084.85,Housing
2025-01-31,Coursera,407.39,Education
2025-01-31,Shell,83.6,Transport
2025-01-31,Lyft,40.7,Transport
2025-01-31,Steam,238.21,Entertainment
2025-01-31,Housing Society,2029.17,Housing
2025-01-31,Electricity Board,288.22,Utilities
2025-01-31,Lyft,59.68,Transport
2025-01-31,Spotify,197.08,Entertainment
2025-02-01,Best Buy,146.33,Shopping
2025-02-01,Booking.com,197.45,Travel
2025-02-01,Whole Foods,44.45,Groceries
2025-02-01,Whole Foods,240.26,Groceries
2025-02-01,Booking.com,3459.55,Travel
2025-02-01,Udemy,1241.77,Education
2025-02-01,Target,799.81,Shopping
2025-02-01,Udemy,280.82,Education
2025-02-01,Target,308.64,Shopping
2025-02-02,Trader Joe's,229.93,Groceries
2025-02-02,CVS Pharmacy,784.72,Healthcare
2025-02-02,Property Mgmt,2533.26,Housing
2025-02-02,Airbnb,11978.92,Travel
2025-02-02,Spotify,87.73,Entertainment
2025-02-02,LabCorp,1183.62,Healthcare
2025-02-02,Property Mgmt,1777.97,Housing
2025-02-02,CVS Pharmacy,1050.29,Healthcare
2025-02-02,Monthly Rent,2364.91,Housing
2025-02-03,McDonald's,14.79,Dining
2025-02-03,Property Mgmt,2134.39,Housing
2025-02-03,Walmart,43.23,Groceries
2025-02-03,Delta Airlines,2936.48,Travel
2025-02-03,Health Insurance,1218.31,Healthcare
2025-02-03,McDonald's,66.35,Dining
2025-02-03,Comcast,121.97,Utilities
2025-02-03,Steam,117.89,Entertainment
2025-02-03,Property Mgmt,2106.27,Housing
2025-02-03,Exam Board,1186.68,Education
2025-02-04,AMC Theatres,150.57,Entertainment
2025-02-04,Lyft,72.21,Transport
2025-02-04,Property Mgmt,2034.9,Housing
2025-02-04,McDonald's,91.2,Dining
2025-02-04,McDonald's,10.81,Dining
2025-02-04,Chipotle,139.88,Dining
2025-02-04,Uber,114.8,Transport
2025-02-04,Starbucks,79.33,Dining
2025-02-04,Booking.com,2465.35,Travel
2025-02-04,Uber,168.17,Transport
2025-02-04,Metro Transit,87.85,Transport
2025-02-04,Delta Airlines,1534.02,Travel
2025-02-04,Electricity Board,75.69,Utilities
2025-02-04,CVS Pharmacy,271.62,Healthcare
2025-02-04,Delta Airlines,2952.72,Travel
2025-02-04,Booking.com,720.84,Travel
2025-02-04,Delta Airlines,1241.49,Travel
2025-02-04,Delta Airlines,2768.7,Travel
2025-02-04,Gas Provider,306.61,Utilities
2025-02-04,Monthly Rent,2213.82,Housing
2025-02-05,Booking.com,624.83,Travel
2025-02-05,Udemy,650.1,Education
2025-02-05,AMC Theatres,114.6,Entertainment
2025-02-05,Starbucks,85.77,Dining
2025-02-05,Gas Provider,167.1,Utilities
2025-02-05,City Clinic,576.78,Healthcare
2025-02-05,Best Buy,643.17,Shopping
2025-02-05,Metro Transit,113.02,Transport
2025-02-05,Bookstore,371.11,Education
2025-02-06,Steam,84.5,Entertainment
2025-02-06,Shell,58.28,Transport
2025-02-06,Trader Joe's,70.21,Groceries
2025-02-06,Target,766.45,Shopping
2025-02-06,Property Mgmt,2546.72,Housing
2025-02-06,Marriott,1194.53,Travel
2025-02-06,Bookstore,41.06,Education
2025-02-06,LabCorp,473.36,Healthcare
2025-02-06,Bookstore,241.96,Education
2025-02-06,Amazon,763.65,Shopping
2025-02-06,Water Utility,187.09,Utilities
2025-02-06,AMC Theatres,41.84,Entertainment
2025-02-06,Whole Foods,264.35,Groceries
2025-02-06,Property Mgmt,2477.68,Housing
2025-02-07,Health Insurance,1073.39,Healthcare
2025-02-07,City Clinic,708.31,Healthcare
2025-02-07,Udemy,1339.29,Education
2025-02-07,LabCorp,221.73,Healthcare
2025-02-07,Metro Transit,142.9,Transport
2025-02-07,Lyft,125.02,Transport
2025-02-07,Marriott,1515.33,Travel
2025-02-07,Property Mgmt,2130.93,Housing
2025-02-08,Lyft,156.61,Transport
2025-02-08,Monthly Rent,1911.8,Housing
2025-02-08,Macy's,69.34,Shopping
2025-02-08,Starbucks,121.99,Dining
2025-02-08,McDonald's,86.84,Dining
2025-02-08,Housing Society,1860.15,Housing
2025-02-08,Monthly Rent,2248.5,Housing
2025-02-08,City Clinic,402.81,Healthcare
2025-02-08,LabCorp,552.79,Healthcare
2025-02-08,Shell,121.29,Transport
2025-02-08,Exam Board,933.83,Education
2025-02-09,Booking.com,1282.25,Travel
2025-02-09,Olive Garden,65.49,Dining
2025-02-09,LabCorp,1148.7,Healthcare
2025-02-09,Uber,148.6,Transport
2025-02-09,Exam Board,202.26,Education
2025-02-09,Amazon,428.58,Shopping
2025-02-09,Starbucks,81.92,Dining
2025-02-09,Walmart,137.91,Groceries
2025-02-09,Electricity Board,123.23,Utilities
2025-02-09,Marriott,2090.92,Travel
2025-02-09,Coursera,499.44,Education
2025-02-09,Metro Transit,27.72,Transport
2025-02-09,Exam Board,262.61,Education
2025-02-09,Costco,45.01,Groceries
2025-02-09,Metro Transit,119.1,Transport
2025-02-09,Lyft,153.68,Transport
2025-02-09,Electricity Board,60.83,Utilities
2025-02-10,Metro Transit,106.63,Transport
2025-02-10,LabCorp,913.48,Healthcare
2025-02-10,Exam Board,1375.77,Education
2025-02-10,Monthly Rent,1552.84,Housing
2025-02-10,Comcast,47.95,Utilities
2025-02-10,Monthly Rent,2557.64,Housing
2025-02-10,CVS Pharmacy,714.91,Healthcare
2025-02-10,Electricity Board,309.64,Utilities
2025-02-10,Amazon,88.27,Shopping
2025-02-10,Starbucks,106.8,Dining
2025-02-10,CVS Pharmacy,852.29,Healthcare
2025-02-10,Whole Foods,72.95,Groceries
2025-02-11,Lyft,55.88,Transport
2025-02-11,Marriott,3463.44,Travel
2025-02-11,Gas Provider,171.85,Utilities
2025-02-11,Comcast,77.12,Utilities
2025-02-11,Netflix,126.17,Entertainment
2025-02-11,Steam,50.15,Entertainment
2025-02-12,Bookstore,72.73,Education
2025-02-12,Metro Transit,48.87,Transport
2025-02-12,Steam,83.5,Entertainment
2025-02-12,Macy's,111.2,Shopping
2025-02-12,Metro Transit,123.42,Transport
2025-02-12,Walmart,44.51,Groceries
2025-02-12,LabCorp,792.34,Healthcare
2025-02-12,Whole Foods,93.76,Groceries
2025-02-12,Best Buy,197.06,Shopping
2025-02-12,Chipotle,79.27,Dining
2025-02-12,Trader Joe's,154.34,Groceries
2025-02-13,Walmart,269.24,Groceries
2025-02-13,Whole Foods,107.18,Groceries
2025-02-13,Starbucks,127.68,Dining
2025-02-13,Electricity Board,313.65,Utilities
2025-02-13,Coursera,398.62,Education
2025-02-13,Netflix,15.28,Entertainment
2025-02-13,McDonald's,99.74,Dining
2025-02-13,Marriott,1567.49,Travel
2025-02-13,Uber,161.63,Transport
2025-02-14,Amazon,74.17,Shopping
2025-02-14,Amazon,630.46,Shopping
2025-02-14,Electricity Board,153.57,Utilities
2025-02-14,Marriott,510.12,Travel
2025-02-14,Whole Foods,62.67,Groceries
2025-02-14,Gas Provider,113.3,Utilities
2025-02-14,Comcast,76.57,Utilities
2025-02-14,Exam Board,1740.29,Education
2025-02-14,Chipotle,115.04,Dining
2025-02-15,Comcast,73.88,Utilities
2025-02-15,Water Utility,117.71,Utilities
2025-02-15,Chipotle,168.02,Dining
2025-02-15,Airbnb,120.16,Travel
2025-02-15,City Clinic,279.14,Healthcare
2025-02-15,Delta Airlines,1640.51,Travel
2025-02-15,AMC Theatres,228.28,Entertainment
2025-02-15,Health Insurance,220.99,Healthcare
2025-02-15,Health Insurance,1150.27,Healthcare
2025-02-16,Delta Airlines,3415.54,Travel
2025-02-16,Property Mgmt,1734.44,Housing
2025-02-16,Monthly Rent,2069.53,Housing
2025-02-16,Chipotle,13.4,Dining
2025-02-16,Property Mgmt,2138.37,Housing
2025-02-16,Amazon,536.89,Shopping
2025-02-16,Shell,133.38,Transport
2025-02-16,Netflix,167.65,Entertainment
2025-02-16,Target,157.36,Shopping
2025-02-16,Trader Joe's,61.44,Groceries
2025-02-16,Netflix,147.96,Entertainment
2025-02-17,AMC Theatres,222.83,Entertainment
2025-02-17,Starbucks,133.43,Dining
2025-02-17,Electricity Board,56.73,Utilities
2025-02-17,Comcast,126.13,Utilities
2025-02-18,Netflix,169.99,Entertainment
2025-02-18,Monthly Rent,1447.0,Housing
2025-02-18,Spotify,142.57,Entertainment
2025-02-18,Walmart,46.36,Groceries
2025-02-18,Walmart,65.0,Groceries
2025-02-18,Olive Garden,144.65,Dining
2025-02-18,LabCorp,939.39,Healthcare
2025-02-18,Metro Transit,42.13,Transport
2025-02-18,Spotify,71.96,Entertainment
2025-02-18,AMC Theatres,94.02,Entertainment
2025-02-18,McDonald's,73.73,Dining
2025-02-18,Water Utility,136.89,Utilities
2025-02-18,Shell,56.96,Transport
2025-02-18,Exam Board,420.18,Education
2025-02-18,Netflix,145.54,Entertainment
2025-02-19,Whole Foods,81.96,Groceries
2025-02-19,City Clinic,839.13,Healthcare
2025-02-19,Property Mgmt,2370.99,Housing
2025-02-19,Uber,146.37,Transport
2025-02-19,Airbnb,1402.69,Travel
2025-02-20,Bookstore,59.11,Education
2025-02-20,Uber,73.57,Transport
2025-02-20,Chipotle,130.58,Dining
2025-02-20,Costco,241.22,Groceries
2025-02-20,City Clinic,695.51,Healthcare
2025-02-20,Water Utility,314.09,Utilities
2025-02-20,Monthly Rent,2344.3,Housing
2025-02-20,Costco,91.81,Groceries
2025-02-20,CVS Pharmacy,6964.61,Healthcare
2025-02-20,Lyft,13.81,Transport
2025-02-20,Property Mgmt,908.06,Housing
2025-02-21,Airbnb,3253.09,Travel
2025-02-21,City Clinic,655.82,Healthcare
2025-02-21,Water Utility,47.54,Utilities
2025-02-21,Uber,16.71,Transport
2025-02-21,Gas Provider,242.31,Utilities
2025-02-21,Costco,56.97,Groceries
2025-02-21,Udemy,600.22,Education
2025-02-21,Bookstore,1706.63,Education
2025-02-21,Target,573.72,Shopping
2025-02-21,Exam Board,1237.44,Education
2025-02-21,Booking.com,750.69,Travel
2025-02-21,Bookstore,593.45,Education
2025-02-21,Health Insurance,607.64,Healthcare
2025-02-21,Airbnb,3084.39,Travel
2025-02-22,Lyft,70.97,Transport
2025-02-22,CVS Pharmacy,1205.57,Healthcare
2025-02-22,Monthly Rent,1768.53,Housing
2025-02-22,Walmart,53.1,Groceries
2025-02-22,Property Mgmt,2272.3,Housing
2025-02-22,Starbucks,81.96,Dining
2025-02-22,Lyft,157.72,Transport
2025-02-22,Walmart,236.87,Groceries
2025-02-22,Health Insurance,357.61,Healthcare
2025-02-23,Electricity Board,177.99,Utilities
2025-02-23,Marriott,1806.79,Travel
2025-02-23,Airbnb,695.81,Travel
2025-02-23,Costco,15.52,Groceries
2025-02-23,Marriott,1973.32,Travel
2025-02-23,CVS Pharmacy,659.16,Healthcare
2025-02-23,Costco,137.23,Groceries
2025-02-24,Coursera,48.89,Education
2025-02-24,Target,516.23,Shopping
2025-02-24,Health Insurance,132.42,Healthcare
2025-02-24,Comcast,130.19,Utilities
2025-02-24,LabCorp,1309.59,Healthcare
2025-02-24,Macy's,529.82,Shopping
2025-02-24,Steam,243.56,Entertainment
2025-02-24,CVS Pharmacy,1232.95,Healthcare
2025-02-24,Lyft,155.18,Transport
2025-02-25,Macy's,219.71,Shopping
2025-02-25,Netflix,80.9,Entertainment
2025-02-25,Bookstore,45.1,Education
2025-02-25,McDonald's,52.62,Dining
2025-02-25,Whole Foods,226.85,Groceries
2025-02-25,Whole Foods,13.02,Groceries
2025-02-25,Netflix,94.42,Entertainment
2025-02-26,Marriott,3422.13,Travel
2025-02-26,Lyft,67.94,Transport
2025-02-26,Delta Airlines,3081.91,Travel
2025-02-26,Airbnb,2961.45,Travel
2025-02-26,Health Insurance,1066.36,Healthcare
2025-02-26,Delta Airlines,3495.36,Travel
2025-02-26,Lyft,116.89,Transport
2025-02-26,Whole Foods,180.17,Groceries
2025-02-26,Olive Garden,41.53,Dining
2025-02-26,Chipotle,84.67,Dining
2025-02-26,Best Buy,341.63,Shopping
2025-02-26,Netflix,53.48,Entertainment
2025-02-26,Netflix,126.48,Entertainment
2025-02-26,Starbucks,61.81,Dining
2025-02-26,Property Mgmt,2561.2,Housing
2025-02-27,Gas Provider,89.19,Utilities
2025-02-27,CVS Pharmacy,1374.07,Healthcare
2025-02-27,Netflix,96.95,Entertainment
2025-02-27,Electricity Board,273.25,Utilities
2025-02-27,Walmart,113.27,Groceries
2025-02-27,Steam,66.93,Entertainment
2025-02-27,Delta Airlines,1860.62,Travel
2025-02-27,Housing Society,2232.86,Housing
2025-02-27,Costco,40.15,Groceries
2025-02-27,Exam Board,977.59,Education
2025-02-28,Costco,37.35,Groceries
2025-02-28,Target,127.33,Shopping
2025-02-28,Chipotle,131.16,Dining
2025-02-28,Macy's,96.43,Shopping
2025-02-28,City Clinic,471.87,Healthcare
2025-02-28,Best Buy,622.45,Shopping
2025-02-28,Uber,76.15,Transport
2025-02-28,Metro Transit,41.14,Transport
2025-02-28,Metro Transit,151.73,Transport
2025-02-28,Bookstore,1331.38,Education
2025-02-28,City Clinic,812.21,Healthcare
2025-02-28,Amazon,732.5,Shopping
2025-03-01,Gas Provider,148.57,Utilities
2025-03-01,Delta Airlines,2842.79,Travel
2025-03-01,Property Mgmt,1052.52,Housing
2025-03-01,Amazon,687.43,Shopping
2025-03-01,Steam,151.9,Entertainment
2025-03-01,Olive Garden,157.29,Dining
2025-03-01,Lyft,23.78,Transport
2025-03-01,Electricity Board,182.8,Utilities
2025-03-01,Exam Board,1321.48,Education
2025-03-01,Bookstore,969.61,Education
2025-03-01,Electricity Board,97.09,Utilities
2025-03-02,Uber,40.35,Transport
2025-03-02,Booking.com,643.67,Travel
2025-03-02,Steam,61.1,Entertainment
2025-03-02,Macy's,1121.34,Shopping
2025-03-02,Gas Provider,83.37,Utilities
2025-03-02,Delta Airlines,2925.59,Travel
2025-03-02,Bookstore,1235.4,Education
2025-03-02,Walmart,256.05,Groceries
2025-03-03,Lyft,90.26,Transport
2025-03-03,Costco,27.36,Groceries
2025-03-03,Property Mgmt,1176.17,Housing
2025-03-03,Target,326.93,Shopping
2025-03-03,Airbnb,454.42,Travel
2025-03-03,City Clinic,249.87,Healthcare
2025-03-03,Monthly Rent,1988.8,Housing
2025-03-03,Monthly Rent,2529.87,Housing
2025-03-03,Monthly Rent,2495.46,Housing
2025-03-03,McDonald's,123.82,Dining
2025-03-03,AMC Theatres,136.24,Entertainment
2025-03-03,Delta Airlines,3418.39,Travel
2025-03-03,Monthly Rent,6458.74,Housing
2025-03-04,CVS Pharmacy,512.69,Healthcare
2025-03-04,Amazon,753.63,Shopping
2025-03-04,Starbucks,24.61,Dining
2025-03-04,Chipotle,46.67,Dining
2025-03-04,Gas Provider,94.87,Utilities
2025-03-04,Spotify,148.64,Entertainment
2025-03-04,Metro Transit,37.75,Transport
2025-03-05,Electricity Board,126.73,Utilities
2025-03-05,Target,41.99,Shopping
2025-03-05,McDonald's,157.76,Dining
2025-03-05,Spotify,29.14,Entertainment
2025-03-05,Target,229.92,Shopping
2025-03-05,Lyft,161.17,Transport
2025-03-05,Marriott,2944.29,Travel
2025-03-05,Marriott,924.97,Travel
2025-03-05,McDonald's,150.74,Dining
2025-03-05,Comcast,65.98,Utilities
2025-03-05,Coursera,1426.24,Education
2025-03-06,Gas Provider,305.86,Utilities
2025-03-06,AMC Theatres,135.84,Entertainment
2025-03-06,CVS Pharmacy,87.3,Healthcare
2025-03-06,Gas Provider,163.27,Utilities
2025-03-06,Steam,180.54,Entertainment
2025-03-06,Delta Airlines,871.8,Travel
2025-03-06,Delta Airlines,3197.82,Travel
2025-03-06,Metro Transit,32.12,Transport
2025-03-06,Udemy,217.07,Education
2025-03-07,Walmart,87.4,Groceries
2025-03-07,Macy's,482.82,Shopping
2025-03-07,Amazon,623.46,Shopping
2025-03-07,Amazon,329.58,Shopping
2025-03-07,Udemy,1703.44,Education
2025-03-07,Chipotle,73.24,Dining
2025-03-07,Udemy,346.02,Education
2025-03-08,LabCorp,1119.46,Healthcare
2025-03-08,Exam Board,1777.72,Education
2025-03-08,Lyft,136.39,Transport
2025-03-08,CVS Pharmacy,1199.06,Healthcare
2025-03-08,Walmart,200.36,Groceries
2025-03-09,Water Utility,318.24,Utilities
2025-03-09,Steam,93.85,Entertainment
2025-03-09,Booking.com,652.08,Travel
2025-03-09,Health Insurance,638.48,Healthcare
2025-03-09,Steam,206.43,Entertainment
2025-03-09,Property Mgmt,2087.75,Housing
2025-03-09,Exam Board,101.73,Education
2025-03-10,Walmart,271.69,Groceries
2025-03-10,Exam Board,1268.76,Education
2025-03-10,Monthly Rent,2449.32,Housing
2025-03-10,Gas Provider,132.28,Utilities
2025-03-10,Housing Society,2194.83,Housing
2025-03-10,Airbnb,2744.08,Travel
2025-03-10,Exam Board,118.89,Education
2025-03-10,Starbucks,80.86,Dining
2025-03-10,LabCorp,982.63,Healthcare
2025-03-10,Starbucks,159.67,Dining
2025-03-10,Comcast,212.88,Utilities
2025-03-10,City Clinic,1062.32,Healthcare
2025-03-10,Bookstore,1610.23,Education
2025-03-11,Housing Society,994.84,Housing
2025-03-11,Booking.com,1968.04,Travel
2025-03-11,Spotify,22.33,Entertainment
2025-03-11,Walmart,85.06,Groceries
2025-03-11,Best Buy,481.06,Shopping
2025-03-11,AMC Theatres,148.91,Entertainment
2025-03-12,Uber,114.02,Transport
2025-03-12,Walmart,229.93,Groceries
2025-03-12,Shell,167.46,Transport
2025-03-12,Booking.com,2302.44,Travel
2025-03-12,Amazon,245.96,Shopping
2025-03-12,Comcast,56.31,Utilities
2025-03-12,AMC Theatres,97.83,Entertainment
2025-03-12,Uber,39.19,Transport
2025-03-12,Comcast,297.68,Utilities
2025-03-12,Metro Transit,59.55,Transport
2025-03-12,Exam Board,205.55,Education
2025-03-12,Monthly Rent,2514.38,Housing
2025-03-12,Spotify,64.33,Entertainment
2025-03-12,Property Mgmt,2160.03,Housing
2025-03-12,Netflix,128.69,Entertainment
2025-03-12,Monthly Rent,2570.78,Housing
2025-03-12,Housing Society,2109.38,Housing
2025-03-12,Costco,268.88,Groceries
2025-03-13,Metro Transit,91.62,Transport
2025-03-13,Olive Garden,63.7,Dining
2025-03-13,Property Mgmt,946.67,Housing
2025-03-13,Metro Transit,119.01,Transport
2025-03-13,Chipotle,122.9,Dining
2025-03-13,Housing Society,1626.07,Housing
2025-03-14,Bookstore,1037.98,Education
2025-03-14,Chipotle,22.62,Dining
2025-03-14,Uber,57.03,Transport
2025-03-14,Starbucks,168.12,Dining
2025-03-14,McDonald's,121.42,Dining
2025-03-14,Chipotle,159.25,Dining
2025-03-14,Uber,129.79,Transport
2025-03-14,Whole Foods,233.46,Groceries
2025-03-15,Olive Garden,139.42,Dining
2025-03-15,Macy's,558.69,Shopping
2025-03-15,Metro Transit,68.75,Transport
2025-03-15,Costco,247.62,Groceries
2025-03-15,Gas Provider,250.54,Utilities
2025-03-15,Starbucks,56.89,Dining
2025-03-16,AMC Theatres,226.65,Entertainment
2025-03-16,Macy's,281.09,Shopping
2025-03-16,Netflix,16.28,Entertainment
2025-03-16,Health Insurance,577.93,Healthcare
